fold,dice,iou,best_epoch,best_val_dice
0,0.6534731984138489,0.554423987865448,40,0.6534731984138489
1,0.6793766021728516,0.5793201327323914,30,0.6793766021728516
2,0.7365047931671143,0.6337930560112,41,0.7365047931671143
3,0.7365503907203674,0.6430885195732117,38,0.7365503907203674
4,0.7403684854507446,0.6429204344749451,38,0.7403684854507446
