fold,dice,iou,best_epoch,best_val_dice
0,0.7391567230224609,0.64286208152771,28,0.7391567230224609
1,0.7156503796577454,0.6174148917198181,36,0.7156503796577454
2,0.7462224960327148,0.6408536434173584,41,0.7462224960327148
3,0.7605677247047424,0.6694448590278625,38,0.7605677247047424
4,0.7540095448493958,0.6580085754394531,39,0.7540095448493958
