fold,dice,iou,best_epoch,best_val_dice
0,0.6817912459373474,0.5697373747825623,39,0.6817912459373474
1,0.6665763854980469,0.5611346364021301,40,0.6665763854980469
2,0.6849547028541565,0.5696160197257996,42,0.6849547028541565
3,0.6948346495628357,0.5901148915290833,37,0.6948346495628357
4,0.6988701820373535,0.59344482421875,32,0.6988701820373535
